Date,Flight number,From,To,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number,Seat type,Flight class,Flight reason,Note,Dep_id,Arr_id,Airline_id,Aircraft_id,Cost_sgd
2024-03-21,AH6257,Constantine / Mohammed Boudiaf (CZL/DABC),Algiers / Houari Boumediene (ALG/DAAG),16:40:00,17:50:00,1:10:00,Air Algerie (AH/DAH),ATR 72-200 (AT72),,,0,0,0,,665,104,222,153,37.5
2024-03-23,VY7281,Algiers / Houari Boumediene (ALG/DAAG),Barcelona / El Prat (BCN/LEBL),0:00:00,0:00:00,0:57:00, Vueling, (),,,0,0,0,,104,239,0,0,58.68
2024-03-25,W46316,Barcelona / El Prat (BCN/LEBL),Milan / Malpensa (MXP/LIMC),12:55:00,14:45:00,1:50:00,Aero Services Executive (W4/BES),Airbus A321LR (A21N),,,0,0,0,,239,1983,126,2181,22
2024-03-26,TK7795,Bergamo / Orio Al Serio (BGY/LIME),Istanbul / Sabiha Gokcen (SAW/LTFJ),0:00:00,0:00:00,2:30:00, Turkish Airlines, (),,,0,0,0,,293,3659,0,0,145.09
2024-03-28,PC 1824,Antalya / Antalya (AYT/LTAI),Beirut / Beirut (BEY/OLBA),0:00:00,0:00:00,0:59:00, Pegasus, (),,,0,0,0,,207,272,0,0,66.58
2024-03-31,PC 1825,Beirut / Beirut (BEY/OLBA),Antalya / Antalya (AYT/LTAI),0:00:00,0:00:00,0:59:00, Pegasus, (),,,0,0,0,,272,207,0,0,66.58
2024-04-04,PC 1750,Ankara / Esenboga (ESB/LTAC),Tbilisi / Novo Alexeyevka (TBS/UGTB),0:00:00,0:00:00,1:37:00, Pegasus, (),,,0,0,0,,833,3679,0,0,74.48
2024-04-08,PC 311,Batumi / Batumi (BUS/UGSB),Istanbul / Sabiha Gokcen (SAW/LTFJ),0:00:00,0:00:00,1:38:00, Pegasus, (),,,0,0,0,,3910,3659,0,0,108.96
2024-04-08,PC 2672,Istanbul / Sabiha Gokcen (SAW/LTFJ),Ankara / Esenboga (ESB/LTAC),0:00:00,0:00:00,0:41:00, Pegasus, (),,,0,0,0,,3659,833,0,0,34.20
2024-04-12,W62430,Istanbul / Istanbul Airport (IST/LTFM),Budapest / Franz Liszt International (BUD/LHBP),9:10:00,10:15:00,2:05:00,Wizz Air (W6/WZZ),Airbus A321LR (A21N),,,0,0,0,,8949,429,859,2181,43.66
2024-04-14,W6 2307,Budapest / Franz Liszt International (BUD/LHBP),Giza / Giza Sphinx International Airport (SPX/HESX),0:00:00,0:00:00,3:10:00, Wizz Air, (),,,0,0,0,,429,8975,0,0,73.95
2024-04-19,W6 2308,Giza / Giza Sphinx International Airport (SPX/HESX),Budapest / Franz Liszt International (BUD/LHBP),0:00:00,0:00:00,3:10:00, Wizz Air, (),,,0,0,0,,8975,429,0,0,73.95
2024-04-19,W62335,Budapest / Franz Liszt International (BUD/LHBP),Milan / Malpensa (MXP/LIMC),0:00:00,0:00:00,1:22:00, Wizz Air, (),,,0,0,0,,429,1983,0,0,68.78
2024-04-28,W46339,Milan / Malpensa (MXP/LIMC),Beauvais / Beauvais Tille (BVA/LFOB),0:00:00,0:00:00,1:07:00, Wizz Air, (),,,0,0,0,,1983,440,0,0,53.69
2024-04-30,W46340,Beauvais / Beauvais Tille (BVA/LFOB),Milan / Malpensa (MXP/LIMC),8:25:00,10:00:00,1:35:00,Aero Services Executive (W4/BES),Airbus A321LR (A21N),,,0,0,0,,440,1983,126,2181,53.69
2024-05-05,FR2428,Bergamo / Orio Al Serio (BGY/LIME),Sarajevo / Sarajevo (SJJ/LQSA),11:10:00,12:35:00,1:25:00,Ryanair (FR/RYR),Boeing 737-800 (B738),,,0,0,0,,293,2684,668,231,97.46
2024-05-11,W4 6450,Podgorica / Podgorica (TGD/LYPG),Milan / Malpensa (MXP/LIMC),0:00:00,0:00:00,1:29:00, Wizz Air, (),,,0,0,0,,2898,1983,0,0,21.87
2024-05-13,FR820,Bergamo / Orio Al Serio (BGY/LIME),Lisbon / Portela (LIS/LPPT),7:10:00,9:10:00,3:00:00,Ryanair (FR/RYR),Boeing 737-800 (B738),,,0,0,0,,293,1632,668,231,48.75
2024-05-15,FR2086,Lisbon / Portela (LIS/LPPT),Bergamo / Orio Al Serio (BGY/LIME),20:45:00,0:30:00,2:45:00,Ryanair (FR/RYR),Boeing 737-800 (B738),,,0,0,0,,1632,293,668,231,48.75
2024-05-20,SQ377,Milan / Malpensa (MXP/LIMC),Singapore / Changi (SIN/WSSS),13:25:00,7:40:00,12:15:00,Singapore Airlines (SQ/SIA),Airbus A350-900 (A359),,,0,0,0,,1983,2672,703,2110,629.52
2024-08-17,KL0836,Singapore / Changi (SIN/WSSS),Amsterdam / Schiphol (AMS/EHAM),0:00:00,0:00:00,14:27:00, KLM Royal Dutch Airlines (KL/KLM), (),,,0,0,0,,2672,122,0,0,601.15
2024-08-17,KL6020,Amsterdam / Schiphol (AMS/EHAM),New York / John F Kennedy (JFK/KJFK),10:00:00,12:20:00,8:20:00,KLM Royal Dutch Airlines (KL/KLM),Airbus A330-300 (A333),,,0,0,0,,122,1328,440,31,334.43
2024-11-08,JL003,New York / John F Kennedy (JFK/KJFK),Tokyo / Haneda (HND/RJTT),0:00:00,0:00:00,14:56:00, Japan Airlines, (),,,0,0,0,,1328,1152,0,0,621.91
2024-11-09,JL037,Tokyo / Haneda (HND/RJTT),Singapore / Changi (SIN/WSSS),0:00:00,0:00:00,7:24:00, Japan Airlines, (),,,0,0,0,,1152,2672,0,0,303.03
2024-11-11,OD 808,Singapore / Changi (SIN/WSSS),Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),0:00:00,0:00:00,0:39:00, Batik Air, (),,,0,0,0,,2672,1527,0,0,20.38
2024-11-11,OD 215,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Mumbai / Chhatrapati Shivaji (BOM/VABB),0:00:00,0:00:00,5:08:00, Batik Air, (),,,0,0,0,,1527,375,0,0,248.62
2024-11-13,AI 816,Mumbai / Chhatrapati Shivaji (BOM/VABB),Delhi / Indira Gandhi (DEL/VIDP),0:00:00,0:00:00,1:47:00, Air India, (),,,0,0,0,,375,689,0,0,99.58
2024-11-15,SG 8214,Delhi / Indira Gandhi (DEL/VIDP),Calcutta / NS Chandra Bose Int (CCU/VECC),0:00:00,0:00:00,2:01:00, SpiceJet, (),,,0,0,0,,689,504,0,0,112.55
2024-11-20,BS202,Calcutta / NS Chandra Bose Int (CCU/VECC),Dhaka / Zia (DAC/VGZR),11:30:00,13:00:00,0:30:00,British International Helicopters (BS/BIH),ATR 72-200 (AT72),,,0,0,0,,504,670,130,153,73.75
2024-11-20,CZ 392,Dhaka / Zia (DAC/VGZR),Guangzhou / Canton-Baiyun (CAN/ZGGG),0:00:00,0:00:00,3:24:00, China Southern Airlines, (),,,0,0,0,,670,478,0,0,137.99
2024-11-21,CZ 353,Guangzhou / Canton-Baiyun (CAN/ZGGG),Singapore / Changi (SIN/WSSS),0:00:00,0:00:00,3:49:00, China Southern Airlines, (),,,0,0,0,,478,2672,0,0,137.99
2024-11-22,PR 512,Singapore / Changi (SIN/WSSS),Manila / Ninoy Aquino International (MNL/RPLL),0:00:00,0:00:00,3:27:00, Philippine Airlines, (),,,0,0,0,,2672,1898,0,0,134.47
2024-11-23,PR126,Manila / Ninoy Aquino International (MNL/RPLL),New York / John F Kennedy (JFK/KJFK),19:25:00,23:40:00,16:15:00,Philippine Airlines (PR/PAL),Airbus A350 (A350),,,0,0,0,,1898,1328,597,2109,775.73
2025-01-01,AS373,Newark / Liberty International (EWR/KEWR),San Francisco / San Francisco International (SFO/KSFO),7:30:00,10:39:00,6:09:00,Alaska Airlines (AS/ASA),Boeing 737 MAX 9 (B39M),,,0,0,0,,851,2644,79,2124,387.15
2025-01-03,F94126,San Francisco / San Francisco International (SFO/KSFO),Burbank / Glendale-Pasadena (BUR/KBUR),0:00:00,0:00:00,0:57:00, Frontier, (),,,0,0,0,,2644,436,0,0,86.26
2025-01-04,F91199,Burbank / Glendale-Pasadena (BUR/KBUR),San Francisco / San Francisco International (SFO/KSFO),0:00:00,0:00:00,0:57:00, Frontier, (),,,0,0,0,,436,2644,0,0,86.26
2025-01-05,UA2460,San Francisco / San Francisco International (SFO/KSFO),Newark / Liberty International (EWR/KEWR),0:00:00,0:00:00,5:48:00, United Airlines, (),,,0,0,0,,2644,851,0,0,276.1
2025-02-28,NK 209,Newark / Liberty International (EWR/KEWR),Chicago / O'Hare (ORD/KORD),0:00:00,0:00:00,1:48:00, Spirit, (),,,0,0,0,,851,2205,0,0,36.75
2025-03-01,NK 210,Chicago / O'Hare (ORD/KORD),Newark / Liberty International (EWR/KEWR),0:00:00,0:00:00,1:48:00, Spirit, (),,,0,0,0,,2205,851,0,0,36.75
2025-03-07,AM411,Newark / Liberty International (EWR/KEWR),Mexico City / Juarez (MEX/MMMX),8:01:00,12:45:00,6:44:00,Aeromexico (AM/AMX),Boeing 737 MAX 8 (B38M),,,0,0,0,,851,1800,63,2123,254.8
2025-03-11,VB 9214,Reyes Acozac / Santa Lucia Air Force Base (NLU/MMSM),Oaxaca / Xoxocotlan (OAX/MMOX),0:00:00,0:00:00,0:46:00, Viva, (),,,0,0,0,,6475,2142,0,0,57.07
2025-03-13,VB 9215,Oaxaca / Xoxocotlan (OAX/MMOX),Reyes Acozac / Santa Lucia Air Force Base (NLU/MMSM),0:00:00,0:00:00,0:46:00, Viva, (),,,0,0,0,,2142,6475,0,0,57.07
2025-03-15,AM 410,Mexico City / Juarez (MEX/MMMX),Newark / Liberty International (EWR/KEWR),0:00:00,0:00:00,4:46:00, Aeromexico, (),,,0,0,0,,1800,851,0,0,254.8
2025-05-17,NK 2736,Newark / Liberty International (EWR/KEWR),Las Vegas / McCarran (LAS/KLAS),0:00:00,0:00:00,5:04:00, Spirit, (),,,0,0,0,,851,1557,0,0,141.09
2025-05-20,NK 2374,Las Vegas / McCarran (LAS/KLAS),Burbank / Glendale-Pasadena (BUR/KBUR),0:00:00,0:00:00,0:44:00, Spirit, (),,,0,0,0,,1557,436,0,0,82.41
2025-05-25,F9 4593,Los Angeles / Los Angeles International (LAX/KLAX),San Francisco / San Francisco International (SFO/KSFO),0:00:00,0:00:00,0:59:00, Spirit, (),,,0,0,0,,1559,2644,0,0,103.45
2025-05-29,UA 1230,San Francisco / San Francisco International (SFO/KSFO),Denver / Denver (DEN/KDEN),0:00:00,0:00:00,2:20:00, Spirit, (),,,0,0,0,,2644,691,0,0,60.39
2025-05-29,UA 2642,Denver / Denver (DEN/KDEN),Newark / Liberty International (EWR/KEWR),0:00:00,0:00:00,3:43:00, Spirit, (),,,0,0,0,,691,851,0,0,100.21
2025-06-24,F91809,New York / John F Kennedy (JFK/KJFK),Miami / Miami International (MIA/KMIA),11:30:00,14:48:00,3:18:00,Frontier Airlines (F9/FFT),Airbus A321-200 (A321),,,0,0,0,,1328,1831,302,2076,68.42
2025-06-27,F91810,Miami / Miami International (MIA/KMIA),New York / John F Kennedy (JFK/KJFK),7:10:00,10:29:00,3:19:00,Frontier Airlines (F9/FFT),Airbus A321-200 (A321),,,0,0,0,,1831,1328,302,2076,68.42
2025-06-29,NK 2543,Newark / Liberty International (EWR/KEWR),Chicago / O'Hare (ORD/KORD),0:00:00,0:00:00,1:48:00, Spirit, (),,,0,0,0,,851,2205,0,0,65.64
2025-07-01,NK 2542,Chicago / O'Hare (ORD/KORD),Newark / Liberty International (EWR/KEWR),0:00:00,0:00:00,1:48:00, Spirit, (),,,0,0,0,,2205,851,0,0,65.64
2025-07-30,NK 1861,Las Vegas / McCarran (LAS/KLAS),Seattle / Seattle-Tacoma (SEA/KSEA),0:00:00,0:00:00,2:08:00, Spirit, (),,,0,0,0,,1557,2627,0,0,29.98
2025-07-30,NK 1585,Newark / Liberty International (EWR/KEWR),Las Vegas / McCarran (LAS/KLAS),0:00:00,0:00:00,5:04:00, Spirit, (),,,0,0,0,,851,1557,0,0,76.86
2025-08-05,NK 1861,Seattle / Seattle-Tacoma (SEA/KSEA),Las Vegas / McCarran (LAS/KLAS),0:00:00,0:00:00,2:08:00, Spirit, (),,,0,0,0,,2627,1557,0,0,29.98
2025-08-05,NK 1585,Las Vegas / McCarran (LAS/KLAS),Newark / Liberty International (EWR/KEWR),0:00:00,0:00:00,5:04:00, Spirit, (),,,0,0,0,,1557,851,0,0,76.86
2025-08-25,UA2402,Newark / Liberty International (EWR/KEWR),New Orleans / Moisant Fld (MSY/KMSY),16:42:00,18:52:00,3:10:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N37422,,0,0,0,,851,1942,808,232,94.55
2025-08-28,NK 2551,New Orleans / Moisant Fld (MSY/KMSY),Newark / Liberty International (EWR/KEWR),0:00:00,0:00:00,2:47:00, Spirit, (),,,0,0,0,,1942,851,0,0,50.48
2025-08-30,NK 2124,Newark / Liberty International (EWR/KEWR),Fort Lauderdale / Hollywood (FLL/KFLL),0:00:00,0:00:00,2:34:00, Spirit, (),,,0,0,0,,851,892,0,0,75.59
2025-08-30,AV 37,Fort Lauderdale / Hollywood (FLL/KFLL),Bogota / Eldorado Intl. (BOG/SKBO),0:00:00,0:00:00,3:34:00, Spirit, (),,,0,0,0,,892,371,0,0,108.33
2025-08-30,AV 239,Bogota / Eldorado Intl. (BOG/SKBO),El Alto / El Alto International Airport (LPB/SLLP),0:00:00,0:00:00,3:33:00, Avianca, (),,,0,0,0,,371,1667,0,0,107.77
2025-09-13,JA 7046,Cusco / Velazco Astete (CUZ/SPZO),Lima / Jorge Chavez International (LIM/SPIM),0:00:00,0:00:00,1:02:00, JetSMART, (),,,0,0,0,,643,1626,0,0,55.45
2025-09-17,LA 521,Lima / Jorge Chavez International (LIM/SPIM),Santiago / Comodoro Arturo Merino Benitez (SCL/SCEL),0:00:00,0:00:00,3:34:00, LATAM, (),,,0,0,0,,1626,2606,0,0,106.17
2025-09-19,LA 522,Santiago / Comodoro Arturo Merino Benitez (SCL/SCEL),Lima / Jorge Chavez International (LIM/SPIM),0:00:00,0:00:00,3:34:00, LATAM, (),,,0,0,0,,2606,1626,0,0,106.17
2025-09-21,LA2690,Lima / Jorge Chavez International (LIM/SPIM),New York / John F Kennedy (JFK/KJFK),12:00:00,21:05:00,8:05:00,LATAM Airlines (LA/LAN),Boeing 767-300 (B763),CC-CWV,,0,0,0,,1626,1328,2656,244,1036.44
2025-09-28,PR127,New York / John F Kennedy (JFK/KJFK),Manila / Ninoy Aquino International (MNL/RPLL),2:10:00,6:35:00,16:25:00,Philippine Airlines (PR/PAL),Airbus A350 (A350),,,0,0,0,,1328,1898,597,2109,397.05
2025-09-29,PR501,Manila / Ninoy Aquino International (MNL/RPLL),Singapore / Changi (SIN/WSSS),15:10:00,18:55:00,3:45:00,Philippine Airlines (PR/PAL),Airbus A321-200 (A321),,,0,0,0,,1898,2672,597,2076,68.83
2025-10-18,IP89,Singapore / Changi (SIN/WSSS),Jakarta / Soekarno Hatta (CGK/WIII),11:00:00,11:50:00,01:50:00,Pelita Air Service (IP/PAS),Airbus A320 (A320),,,0,0,0,,2672,534,1008,27,144.06
2025-10-20,IP88,Jakarta / Soekarno Hatta (CGK/WIII),Singapore / Changi (SIN/WSSS),07:10:00,10:00:00,01:50:00,Pelita Air Service (IP/PAS),Airbus A320-200 (A320),,,0,0,0,,534,2672,1008,2059,144.06
2025-11-14,TR610,Singapore / Changi (SIN/WSSS),Bangkok / Suvarnabhumi (BKK/VTBS),16:00:00,17:25:00,02:25:00,Scoot (TR/TGW),Airbus A320 (A320),9V-TRO,,0,0,0,,2672,331,2695,27,182.01
2025-11-16,VJ1832,Vientiane / Wattay (VTE/VLVT),Ho Chi Minh (Saigon) / Tan Son Nhat (SGN/VVTS),18:45:00,20:45:00,02:00:00,VietJet Air (VJ/VJC),Airbus A320 (A320),VN-A676,,0,0,0,,3244,2650,1632,27,63.82
2025-11-17,VJ811,Ho Chi Minh (Saigon) / Tan Son Nhat (SGN/VVTS),Singapore / Changi (SIN/WSSS),08:50:00,12:05:00,02:15:00,VietJet Air (VJ/VJC),Airbus A320 (A320),VN-A672,,0,0,0,,2650,2672,1632,27,63.82
2025-12-21,TR120,Singapore / Changi (SIN/WSSS),Wuhan / Tianhe (WUH/ZHHH),18:20:00,23:15:00,04:55:00,Scoot (TR/TGW),Boeing 787-8 (B788),,,0,0,0,,2672,3249,2695,2087,270.2
2026-01-02,HU459,Lanzhou / Lanzhou Zhongchuan International Airport (LHW/ZLLL),Haikou / Meilan (HAK/ZJHK),07:05:00,10:05:00,03:00:00,Hainan Airlines (HU/CHH),Boeing 737-800 (B738),,,0,0,0,,3794,3788,181,231,131.32
2026-01-02,HU459,Haikou / Meilan (HAK/ZJHK),Singapore / Changi (SIN/WSSS),11:30:00,14:55:00,03:25:00,Hainan Airlines (HU/CHH),Boeing 737-800 (B738),,,0,0,0,,3788,2672,181,231,146.12
2026-01-09,EK348,Singapore / Changi (SIN/WSSS),Phnom Penh / Phnom Penh Techo International Airport (KTI/VDTI),15:30:00,16:35:00,01:45:00,Emirates (EK/UAE),Boeing 777-300ER (B77W),,,0,0,0,,2672,10181,807,2023,120.9
2026-01-11,EK349,Phnom Penh / Phnom Penh Techo International Airport (KTI/VDTI),Singapore / Changi (SIN/WSSS),21:40:00,00:40:00,01:45:00,Emirates (EK/UAE),Boeing 777-300ER (B77W),,,0,0,0,,10181,2672,807,2023,120.9
2026-02-08,TR200,Singapore / Changi (SIN/WSSS),Yogyakarta / Yogyakarta International Airport (YIA/WAHI),07:50:00,09:20:00,02:30:00,Scoot (TR/TGW),Airbus A321LR (A21N),,,0,0,0,,2672,9188,2695,2181,101.4
2026-02-09,TR237,Yogyakarta / Yogyakarta International Airport (YIA/WAHI),Singapore / Changi (SIN/WSSS),10:20:00,13:40:00,02:20:00,Scoot (TR/TGW),Airbus A321neo (A21N),,,0,0,0,,9188,2672,2695,2128,101.4
2026-02-26,AK 716,Singapore / Changi (SIN/WSSS),Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),18:35:00,19:45:00,01:10:00,AirAsia, (),,,0,0,0,,2672,1527,0,0,39
2026-02-26,AK 47,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Colombo / Bandaranaike (CMB/VCBI),20:50:00,21:50:00,04:00:00,AirAsia, (),,,0,0,0,,1527,577,0,0,100.5
2026-03-02,AK 46,Colombo / Bandaranaike (CMB/VCBI),Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),22:50:00,05:00:00,03:10:00,AirAsia, (),,,0,0,0,,577,1527,0,0,100.5
2026-03-03,AK 701,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Singapore / Changi (SIN/WSSS),06:00:00,07:05:00,01:05:00,AirAsia, (),,,0,0,0,,1527,2672,0,0,39
2026-03-06,TR28,Singapore / Changi (SIN/WSSS),Perth / Perth (PER/YPPH),23:00:00,04:15:00,05:15:00,Scoot (TR/TGW),Boeing 787-9 (B789),,,0,0,0,,2672,2295,2695,2088,156.3
2026-03-08,TR9,Perth / Perth (PER/YPPH),Singapore / Changi (SIN/WSSS),17:45:00,22:55:00,05:10:00,Scoot (TR/TGW),Boeing 787-9 (B789),,,0,0,0,,2295,2672,2695,2088,156.3
2026-03-20,8M 236,Singapore / Changi (SIN/WSSS),Yangon / Mingaladon (RGN/VYYY),04:30:00,06:00:00,03:30:00,Myanmar Airways International, (),,,0,0,0,,2672,2513,0,0,147.03
2026-03-21,3307,Yangon / Mingaladon (RGN/VYYY),Mandalay / Mandalay (MDL/VYMD),06:00:00,07:05:00,01:05:00,Myanmar Airways International, (),,,0,0,0,,2513,3863,0,0,122
2026-03-22,3308,Mandalay / Mandalay (MDL/VYMD),Yangon / Mingaladon (RGN/VYYY),13:35:00,14:40:00,01:05:00,Myanmar Airways International, (),,,0,0,0,,3863,2513,0,0,122
2026-03-22,8M 235,Yangon / Mingaladon (RGN/VYYY),Singapore / Changi (SIN/WSSS),23:00:00,03:30:00,02:30:00,Myanmar Airways International, (),,,0,0,0,,2513,2672,0,0,147.03
2026-04-17,TR496,Singapore / Changi (SIN/WSSS),Kota Kinabalu / Kota Kinabalu (BKI/WBKK),18:45:00,21:10:00,02:25:00,Scoot (TR/TGW),Airbus A320neo (A20N),,,0,0,0,,2672,329,2695,2127,73.64
2026-04-20,TR493,Kota Kinabalu / Kota Kinabalu (BKI/WBKK),Singapore / Changi (SIN/WSSS),20:00:00,22:30:00,02:30:00,Scoot (TR/TGW),Airbus A321LR (A21N),,,0,0,0,,329,2672,2695,2181,73.64
2026-04-24,TR750,Singapore / Changi (SIN/WSSS),Amritsar / Amritsar (ATQ/VIAR),05:35:00,09:05:00,06:30:00,Scoot (TR/TGW),Boeing 787-8 (B788),,,0,0,0,,2672,181,2695,2087,222.88
2026-04-26,TR751,Amritsar / Amritsar (ATQ/VIAR),Singapore / Changi (SIN/WSSS),10:45:00,19:25:00,05:40:00,Scoot (TR/TGW),Boeing 787-8 (B788),,,0,0,0,,181,2672,2695,2087,222.88
2026-04-30,PN 6444,Singapore / Changi (SIN/WSSS),Chongqing / Chongqing (CKG/ZUCK),00:40:00,05:40:00,05:00:00,West Air, (),,,0,0,0,,2672,566,0,0,206
2026-05-04,SQ 843,Chengdu / Chengdu Tianfu International Airport (TFU/ZUTF),Singapore / Changi (SIN/WSSS),18:25:00,23:15:00,04:50:00,Singapore Airlines, (),,,0,0,0,,9607,2672,0,0,135.84
2026-05-28,KB541,Singapore / Changi (SIN/WSSS),Guwahati / Lokpriya Gopinath Bordoloi (GAU/VEGT),12:30:00,14:40:00,05:10:00,Druk Air Corporation (KB/DRK), (),,,0,0,0,,2672,3909,244,0,823.06
2026-05-28,KB541,Guwahati / Lokpriya Gopinath Bordoloi (GAU/VEGT),Paro / Paro (PBH/VQPR),15:20:00,16:45:00,00:25:00,Druk Air Corporation (KB/DRK), (),,,0,0,0,,3909,2268,244,0,69.78
2026-06-01,KB540,Paro / Paro (PBH/VQPR),Guwahati / Lokpriya Gopinath Bordoloi (GAU/VEGT),11:50:00,12:15:00,01:25:00,Druk Air Corporation (KB/DRK), (),,,0,0,0,,2268,3909,244,0,69.78
2026-06-01,KB540,Guwahati / Lokpriya Gopinath Bordoloi (GAU/VEGT),Singapore / Changi (SIN/WSSS),13:00:00,20:00:00,04:00:00,Druk Air Corporation (KB/DRK), (),,,0,0,0,,3909,2672,244,0,823.06
2026-07-04,TR892,Singapore / Changi (SIN/WSSS),Taipei / Taoyuan (TPE/RCTP),06:10:00,10:45:00,04:35:00,Scoot (TR/TGW),Boeing 787-9 (B789),,,0,0,0,,2672,2996,2695,2088,162.08
2026-07-05,TR893,Taipei / Taoyuan (TPE/RCTP),Singapore / Changi (SIN/WSSS),23:30:00,04:10:00,04:40:00,Scoot (TR/TGW),Boeing 787-9 (B789),,,0,0,0,,2996,2672,2695,2088,162.08
2026-07-10,CX710,Singapore / Changi (SIN/WSSS),Hong Kong / Hong Kong International (HKG/VHHH),07:20:00,11:35:00,04:15:00,Cathay Pacific (CX/CPA),Airbus A330-300 (A333),,,0,0,0,,2672,1135,199,31,194.38
2026-07-10,OM2972,Hong Kong / Hong Kong International (HKG/VHHH),Ulaanbaatar / Ulaanbaatar International Airport (UBN/ZMCK),18:30:00,23:10:00,04:40:00,MIAT Mongolian Airlines (OM/MGL),Boeing 737 MAX 8 (B38M),,,0,0,0,,1135,9406,518,2123,218.23
2026-07-13,OM297,Ulaanbaatar / Ulaanbaatar International Airport (UBN/ZMCK),Hong Kong / Hong Kong International (HKG/VHHH),06:45:00,11:25:00,04:40:00,MIAT Mongolian Airlines (OM/MGL),Boeing 737-800 (B738),,,0,0,0,,9406,1135,518,231,218.23
2026-07-13,CX635,Hong Kong / Hong Kong International (HKG/VHHH),Singapore / Changi (SIN/WSSS),15:05:00,19:05:00,04:00:00,Cathay Pacific (CX/CPA),Airbus A330-300 (A333),,,0,0,0,,1135,2672,199,31,194.34
2026-07-31,MU566,"Singapore / Changi (SIN/WSSS)","Shanghai / Pudong (PVG/ZSPD)",23:10:00,04:40:00,05:30:00,"China Eastern Airlines (MU/CES)","Airbus A330-200 (A332)",,,0,0,0,,2672,3653,178,30,212.95
2026-08-01,MU6863,"Shanghai / Pudong (PVG/ZSPD)","Qingdao / Liuting (TAO/ZSQD)",06:25:00,07:55:00,01:30:00,"China Eastern Airlines (MU/CES)"," ()",,,0,0,0,,3653,2854,178,0,32.73
2026-08-02,MU5564,"Qingdao / Liuting (TAO/ZSQD)","Shanghai / Pudong (PVG/ZSPD)",16:50:00,18:25:00,01:35:00,"China Eastern Airlines (MU/CES)"," ()",,,0,0,0,,2854,3653,178,0,32.73
2026-08-02,FM843,"Shanghai / Pudong (PVG/ZSPD)","Singapore / Changi (SIN/WSSS)",20:55:00,02:25:00,05:30:00,"Shanghai Airlines (FM/CSH)","Boeing 737 MAX 8 (B38M)",,,0,0,0,,3653,2672,206,2123,212.94
2026-08-07,5J 804,Singapore / Changi (SIN/WSSS),Manila / Ninoy Aquino International (MNL/RPLL),01:10:00,05:05:00,03:55:00,Cebu Pacific (5J/CEB), (),,,0,0,0,,2672,1898,0,0,117.3
2026-08-07,5J 110,Manila / Ninoy Aquino International (MNL/RPLL),Hong Kong / Hong Kong International (HKG/VHHH),07:10:00,09:45:00,02:35:00,Cebu Pacific (5J/CEB), (),,,0,0,0,,1898,1135,0,0,55.4
2026-08-10,CZ8489,Guangzhou / Canton-Baiyun (CAN/ZGGG),Singapore / Changi (SIN/WSSS),22:40:00,02:50:00,04:10:00,China Southern Airlines (CZ/CSN),Airbus A321 (A321),,,0,0,0,,478,2672,207,28,209
2026-08-22,TR438,Singapore / Changi (SIN/WSSS),Kuching / Kuching (KCH/WBGG),06:00:00,07:35:00,01:35:00,Scoot (TR/TGW),Airbus A320-200 (A320),,,0,0,0,,2672,1392,2695,2059,80.745
2026-08-23,AK1771,Kuching / Kuching (KCH/WBGG),Singapore / Changi (SIN/WSSS),18:00:00,19:35:00,01:35:00,Air Asia (AK/AXM),Airbus A320-200 (A320),,,0,0,0,,1392,2672,103,2059,80.745
2026-08-28,CZ8088,"Singapore / Changi (SIN/WSSS)","Changsha / Huanghua (CSX/ZGHA)",02:45:00,07:35:00,04:50:00,"China Southern Airlines (CZ/CSN)"," ()",,,0,0,0,,2672,624,207,0,266.27
2026-08-28,CZ5339,"Changsha / Huanghua (CSX/ZGHA)","Hohhot / Baita (HET/ZBHH)",10:50:00,13:15:00,02:25:00,"China Southern Airlines (CZ/CSN)","Boeing 737-800 (B738)",,,0,0,0,,624,3702,207,231,119.90
2026-08-30,CZ3198,"Hohhot / Baita (HET/ZBHH)","Guangzhou / Canton-Baiyun (CAN/ZGGG)",11:45:00,15:05:00,03:20:00,"China Southern Airlines (CZ/CSN)","Boeing 737 MAX 8 (B38M)",,,0,0,0,,3702,478,207,2123,76.56
2026-08-30,CZ8489,"Guangzhou / Canton-Baiyun (CAN/ZGGG)","Singapore / Changi (SIN/WSSS)",23:05:00,03:05:00,04:00:00,"China Southern Airlines (CZ/CSN)","Airbus A321LR (A21N)",,,0,0,0,,478,2672,207,2181,104.01
2026-09-04,VN654,Singapore / Changi (SIN/WSSS),Hochiminh / Tan Son Nhat (SGN/VVTS),18:25:00,19:40:00,02:15:00,Vietnam Airlines (VN/HVN),Airbus A321 (A321),,,0,0,0,,2672,2650,366,28,89.76
2026-09-04,VN224,Hochiminh / Tan Son Nhat (SGN/VVTS),Hanoi / Noibai (HAN/VVNB),22:00:00,00:10:00,02:10:00,Vietnam Airlines (VN/HVN),Airbus A321-200 (A321),,,0,0,0,,2650,1094,366,2076,95.30
